Dialogue,instrument,action,tissue,iat_triplet,label_prompt,generated_feedback
"grab closer, create a working ground. so this is going to be that node of cloquet that you're trying to get out of here",[NONE],"[grab closer, create]",[node of Cloquet],"('[NONE]', '[grab closer, create]', '[node of Cloquet]')","IAT Triplet:
instrument: [NONE], action: [grab closer, create], tissue: [node of Cloquet]

Feedback:
",Grab the node of Cloquet closer to create space.
"pull, you kind of see there's a circle.... you don't want to get into that, you want to go below that",[NONE],"[pull, go below]",[NONE],"('[NONE]', '[pull, go below]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [pull, go below], tissue: [NONE]

Feedback:
",Ensure precise movements and maintain awareness of surrounding structures.
buzz this stuff here,[NONE],[buzz],[NONE],"('[NONE]', '[buzz]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [buzz], tissue: [NONE]

Feedback:
",Ensure the instrument is correctly positioned before activating energy.
gently sweep back....,[NONE],[gently sweep back],[NONE],"('[NONE]', '[gently sweep back]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [gently sweep back], tissue: [NONE]

Feedback:
",Gently sweep back with precision.
you might be getting your fourth arm,[4th arm],[NONE],[NONE],"('[4th arm]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [4th arm], action: [NONE], tissue: [NONE]

Feedback:
",Position the 4th arm for optimal access.
back up,[NONE],[back up],[NONE],"('[NONE]', '[back up]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [back up], tissue: [NONE]

Feedback:
",Back up slightly to improve your view.
look up your fourth arm... yeah,[4th arm],[look up],[NONE],"('[4th arm]', '[look up]', '[NONE]')","IAT Triplet:
instrument: [4th arm], action: [look up], tissue: [NONE]

Feedback:
",Adjust the 4th arm to improve your view.
move it around lower,[NONE],[move around lower],[NONE],"('[NONE]', '[move around lower]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [move around lower], tissue: [NONE]

Feedback:
",Adjust your movement to maintain precision.
you see this thing? lateral sweep,[NONE],[lateral sweep],[NONE],"('[NONE]', '[lateral sweep]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [lateral sweep], tissue: [NONE]

Feedback:
",Perform a lateral sweep with precision.
yeah buzz and sweep,[electrocautery],"[buzz, sweep]",[NONE],"('[electrocautery]', '[buzz, sweep]', '[NONE]')","IAT Triplet:
instrument: [electrocautery], action: [buzz, sweep], tissue: [NONE]

Feedback:
",Use electrocautery to buzz and sweep carefully.
"yeah, sweep",[NONE],[sweep],[NONE],"('[NONE]', '[sweep]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [sweep], tissue: [NONE]

Feedback:
",Ensure sweeping motion is controlled and precise.
"now buzz, sweep",[NONE],"[buzz, sweep]",[NONE],"('[NONE]', '[buzz, sweep]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [buzz, sweep], tissue: [NONE]

Feedback:
",Buzz and sweep with precision.
buzz this thing,[electrocautery],[buzz],[NONE],"('[electrocautery]', '[buzz]', '[NONE]')","IAT Triplet:
instrument: [electrocautery], action: [buzz], tissue: [NONE]

Feedback:
",Use electrocautery to buzz when tissue is identified.
sweep,[NONE],[sweep],[NONE],"('[NONE]', '[sweep]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [sweep], tissue: [NONE]

Feedback:
",Ensure sweeping motion is controlled and precise.
"yeah, buzz, sweep... buzz, sweep",[electrocautery],"[buzz, sweep, buzz, sweep]",[NONE],"('[electrocautery]', '[buzz, sweep, buzz, sweep]', '[NONE]')","IAT Triplet:
instrument: [electrocautery], action: [buzz, sweep, buzz, sweep], tissue: [NONE]

Feedback:
",Use electrocautery to buzz and sweep with precision.
now clean up all this stuff right here,[NONE],[clean up],[NONE],"('[NONE]', '[clean up]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [clean up], tissue: [NONE]

Feedback:
",Ensure the surgical field is clear and organized.
we're going to figure out what to do with this vein. then you can deliver the node underneath it,[NONE],[deliver],"[vein, node]","('[NONE]', '[deliver]', '[vein, node]')","IAT Triplet:
instrument: [NONE], action: [deliver], tissue: [vein, node]

Feedback:
",Deliver to the vein and node with precision.
now come back down on this vein and figure out what to ____,[NONE],"[come back down, figure out]",[vein],"('[NONE]', '[come back down, figure out]', '[vein]')","IAT Triplet:
instrument: [NONE], action: [come back down, figure out], tissue: [vein]

Feedback:
",Figure out the vein's position before proceeding.
you can get all this stuff off the vein,[NONE],[get off],[vein],"('[NONE]', '[get off]', '[vein]')","IAT Triplet:
instrument: [NONE], action: [get off], tissue: [vein]

Feedback:
",Get off the vein carefully.
buzz the fatty stuff,[electrocautery],[buzz],[NONE],"('[electrocautery]', '[buzz]', '[NONE]')","IAT Triplet:
instrument: [electrocautery], action: [buzz], tissue: [NONE]

Feedback:
",Use electrocautery to buzz only when tissue is present.
"be very gentle when you get to the vein, you could sweep the vein over",[NONE],"[be gentle, sweep over]","[vein, vein]","('[NONE]', '[be gentle, sweep over]', '[vein, vein]')","IAT Triplet:
instrument: [NONE], action: [be gentle, sweep over], tissue: [vein, vein]

Feedback:
",Be gentle as you sweep over the vein.
maybe try sweeping the vein over if you can?,[NONE],[sweep],[vein],"('[NONE]', '[sweep]', '[vein]')","IAT Triplet:
instrument: [NONE], action: [sweep], tissue: [vein]

Feedback:
",Sweep the vein gently to avoid damage.
"yeah, give it a good go",[NONE],[give],[NONE],"('[NONE]', '[give]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [give], tissue: [NONE]

Feedback:
",Clarify what needs to be given.
those are the perforator,[perforator],[NONE],[NONE],"('[perforator]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [perforator], action: [NONE], tissue: [NONE]

Feedback:
",Select an appropriate action and tissue for the perforator.
do you see it pulsating behind the nerve?,[NONE],[NONE],[nerve],"('[NONE]', '[NONE]', '[nerve]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [nerve]

Feedback:
",Ensure the nerve is protected during the procedure.
"yeah, I think you just got to keep it low",[NONE],[keep it low],[NONE],"('[NONE]', '[keep it low]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [keep it low], tissue: [NONE]

Feedback:
",Maintain a low profile with your movements.
you got to sweep it down along the nerve,[NONE],[sweep down],[NONE],"('[NONE]', '[sweep down]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [sweep down], tissue: [NONE]

Feedback:
",Ensure controlled movement while sweeping down.
"you're going to get in a hole, now you need to go back the other way",[NONE],"[get in, go back]",[NONE],"('[NONE]', '[get in, go back]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [get in, go back], tissue: [NONE]

Feedback:
",Adjust your positioning and proceed with caution.
look back by the port,[NONE],[look back],[NONE],"('[NONE]', '[look back]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [look back], tissue: [NONE]

Feedback:
",Ensure the field is clear before proceeding.
you need to go to zone 3 which is kind of distal and medial,[NONE],[go],[NONE],"('[NONE]', '[go]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go], tissue: [NONE]

Feedback:
",Proceed with caution and maintain awareness of the surgical field.
"he doesn't have much tissue down there, remeber the artery is right there",[NONE],[NONE],"[tissue, artery]","('[NONE]', '[NONE]', '[tissue, artery]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [tissue, artery]

Feedback:
",Identify and protect the artery.
uh move your fourth arm so I can suck,[fourth arm],[move],[NONE],"('[fourth arm]', '[move]', '[NONE]')","IAT Triplet:
instrument: [fourth arm], action: [move], tissue: [NONE]

Feedback:
",Move the fourth arm to a neutral position.
you need to move your fourth arm off to the side unless you're going to use it to retract the bladder,"[fourth arm, retractor]",[move],[bladder],"('[fourth arm, retractor]', '[move]', '[bladder]')","IAT Triplet:
instrument: [fourth arm, retractor], action: [move], tissue: [bladder]

Feedback:
",Move the fourth arm retractor to adjust the bladder exposure.
"spend a little extra time cauterizing the wound... it's not always ___, sometimes you got to go slow",[electrocautery],"[spend a little extra time, go slow]",[NONE],"('[electrocautery]', '[spend a little extra time, go slow]', '[NONE]')","IAT Triplet:
instrument: [electrocautery], action: [spend a little extra time, go slow], tissue: [NONE]

Feedback:
",Use electrocautery carefully and proceed slowly.
"if they bleed, you retract ___",[retractor],[retract],[NONE],"('[retractor]', '[retract]', '[NONE]')","IAT Triplet:
instrument: [retractor], action: [retract], tissue: [NONE]

Feedback:
",Use the retractor to gently retract the tissue.
___ up... like closer to where you're working,[NONE],[come closer],[NONE],"('[NONE]', '[come closer]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [come closer], tissue: [NONE]

Feedback:
",Adjust your position for better visibility.
"dynamic retraction, so you keep pulling down with your left hand as you do this",[left hand],[keep pulling down],[NONE],"('[left hand]', '[keep pulling down]', '[NONE]')","IAT Triplet:
instrument: [left hand], action: [keep pulling down], tissue: [NONE]

Feedback:
",Continue pulling down with the left hand.
buzz slowly,[electrocautery],[buzz slowly],[NONE],"('[electrocautery]', '[buzz slowly]', '[NONE]')","IAT Triplet:
instrument: [electrocautery], action: [buzz slowly], tissue: [NONE]

Feedback:
","Use electrocautery to buzz slowly, ensuring precision."
keep going down,[NONE],[keep going down],[NONE],"('[NONE]', '[keep going down]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [keep going down], tissue: [NONE]

Feedback:
",Continue descending carefully.
watch your arm,[NONE],[watch],[NONE],"('[NONE]', '[watch]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [watch], tissue: [NONE]

Feedback:
",Maintain focus on the surgical field.
"I don't know what's at the back, so whenever you try to buzz like this. you need to see the entire instrument, left hand instrument, becuase you don't know if it's touching the bowel or the back or what have you",[left hand instrument],[see],"[bowel, back]","('[left hand instrument]', '[see]', '[bowel, back]')","IAT Triplet:
instrument: [left hand instrument], action: [see], tissue: [bowel, back]

Feedback:
",Ensure clear visualization of the bowel's back with the left hand instrument.
stop what I mean is this,[NONE],[stop],[NONE],"('[NONE]', '[stop]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [stop], tissue: [NONE]

Feedback:
",Pause and reassess the situation.
you are going to have to eventually take this,[NONE],[take],[NONE],"('[NONE]', '[take]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [take], tissue: [NONE]

Feedback:
",Clarify the action and tissue before proceeding.
the vein dangling in your face... the vein,[NONE],[NONE],"[vein, vein]","('[NONE]', '[NONE]', '[vein, vein]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [vein, vein]

Feedback:
",Ensure veins are not under tension or compromised.
"I would probably grab it, do the same thing he said where you make sure you're not touching anything and you burn the sh*t out of it","[graspers, electrocautery]","[grab, make sure, burn]",[NONE],"('[graspers, electrocautery]', '[grab, make sure, burn]', '[NONE]')","IAT Triplet:
instrument: [graspers, electrocautery], action: [grab, make sure, burn], tissue: [NONE]

Feedback:
","Use graspers to secure tissue, then proceed with electrocautery to burn."
"when you cut through it, leave a little bit of a stump in case it bleeds ___",[NONE],"[cut through, leave]",[NONE],"('[NONE]', '[cut through, leave]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [cut through, leave], tissue: [NONE]

Feedback:
",Clarify the action and tissue before proceeding.
"go really slow, don't even cut, buzz it and let it go through that way",[electrocautery],"[go slow, buzz, let go]",[NONE],"('[electrocautery]', '[go slow, buzz, let go]', '[NONE]')","IAT Triplet:
instrument: [electrocautery], action: [go slow, buzz, let go], tissue: [NONE]

Feedback:
",Use electrocautery carefully and ensure precise control.
"it's right up here, you probably just hit it with your arm. just buzz this, you can see the pumper right there",[NONE],[buzz],[NONE],"('[NONE]', '[buzz]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [buzz], tissue: [NONE]

Feedback:
",Ensure the correct instrument is ready before proceeding.
"you don't actually have to take a lot of that off, it's just the bladder neck right there",[NONE],[NONE],[bladder neck],"('[NONE]', '[NONE]', '[bladder neck]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [bladder neck]

Feedback:
",Focus on the bladder neck for precise dissection.
you can take a little bit of that fat off,[NONE],[take off],[NONE],"('[NONE]', '[take off]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [take off], tissue: [NONE]

Feedback:
",Clarify the action and tissue involved before proceeding.
"maybe you can do one side which is more hydronephrotic and see. i mean, yes that's not a regular procedure, but so i won't be sitting here us hoping and praying that his creatine comes out normal. the time has come to act",[NONE],"[do one side, see]",[NONE],"('[NONE]', '[do one side, see]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [do one side, see], tissue: [NONE]

Feedback:
",Focus on visualizing the operative field clearly.
let's do the right side bottom,[NONE],[do],[NONE],"('[NONE]', '[do]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [do], tissue: [NONE]

Feedback:
",Proceed with caution and ensure all instruments are correctly positioned.
", you're going to do nerve-sparing, okay",[NONE],[do nerve-sparing],[NONE],"('[NONE]', '[do nerve-sparing]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [do nerve-sparing], tissue: [NONE]

Feedback:
",Ensure nerve-sparing technique is precise and controlled.
"if you're happy with it, I'm happy with it, you've gone to the rectum, right",[NONE],[NONE],[rectum],"('[NONE]', '[NONE]', '[rectum]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [rectum]

Feedback:
",Avoid contact with the rectum.
be careful dont get into the prostate there,[NONE],[be careful],[prostate],"('[NONE]', '[be careful]', '[prostate]')","IAT Triplet:
instrument: [NONE], action: [be careful], tissue: [prostate]

Feedback:
",Be careful around the prostate.
"get hemostasis , make it look pretty",[NONE],"[get, make]",[NONE],"('[NONE]', '[get, make]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [get, make], tissue: [NONE]

Feedback:
",Clarify your next step before proceeding.
