dialogue,timestamp,case,cvid,instrument,action,tissue
you can but you're just going to have to take all this fat off,11:09:47,28,c28_s0_1-5-3.avi,[NONE],[take off],[NONE]
your pubic tubical is right here... I think... nevermind... pubic bone is here,11:10:16,28,c28_s0_1-5-32.avi,[NONE],[NONE],"[pubic tubical, pubic bone]"
", you got to get all this fat off right here",11:11:15,28,c28_s0_1-6-31.avi,[NONE],[get off],[NONE]
good,11:11:44,28,c28_s0_1-7-0.avi,[NONE],[NONE],[NONE]
"alright, it's open, I think it's okay . I think it's okay. yeah you seem pretty well",11:15:15,28,c28_s0_1-10-31.avi,[NONE],[NONE],[NONE]
"maybe clear off some of that fat, so you can see your endopelvics a littel bit better",11:15:20,28,c28_s0_1-10-36.avi,[NONE],[clear off],"[fat, endopelvic fascia]"
"I mean the midline stuff is not doing anything for you, you know what I mean?",11:15:28,28,c28_s0_1-10-44.avi,[NONE],[NONE],[NONE]
I think it's pretty good,11:15:35,28,c28_s0_1-10-51.avi,[NONE],[NONE],[NONE]
just work to show yourself this stuff. see the plane back here?,11:15:42,28,c28_s0_1-10-58.avi,[NONE],"[work, see]",[NONE]
"sure, yup, but I'm saying you unzip it here, it should come off as one thing. yeah like get in there",11:15:49,28,c28_s0_1-11-5.avi,[NONE],"[unzip, get in]",[NONE]
like it should be one fat plane that comes together,11:16:03,28,c28_s0_1-11-19.avi,[NONE],[NONE],[NONE]
"yup, you're good",11:16:08,28,c28_s0_1-11-24.avi,[NONE],[NONE],[NONE]
"there it is, yup",11:16:13,28,c28_s0_1-11-29.avi,[NONE],[NONE],[NONE]
you're a little close,11:16:56,28,c28_s0_1-12-12.avi,[NONE],[NONE],[NONE]
"okay , stop... stop",11:17:02,28,c28_s0_1-12-18.avi,[NONE],[stop],[NONE]
"now you can cheat towards the prostate, because it's curving towards the apex, right?",11:18:55,28,c28_s0_1-14-11.avi,[NONE],[cheat towards],"[prostate, apex]"
"now that's puboprostatics, be careful, there's veins there",11:19:00,28,c28_s0_1-14-16.avi,[NONE],[be careful],"[puboprostatic ligaments, veins]"
another layer you have to get that off,11:19:07,28,c28_s0_1-14-23.avi,[NONE],[get that off],[NONE]
press on the prostate,11:19:11,28,c28_s0_1-14-27.avi,[NONE],[press],[prostate]
bring your fourth arm in,11:19:30,28,c28_s0_1-14-46.avi,[fourth arm],[bring in],[NONE]
"ugh, ohh you're spreading into muscle. bring your fourth arm in and pull it over",11:19:34,28,c28_s0_1-14-50.avi,[4th arm],"[bring, pull]",[muscle]
um... sure...,11:20:01,28,c28_s0_1-15-17.avi,[NONE],[NONE],[NONE]
that's all muscle,11:20:20,28,c28_s0_1-15-36.avi,[NONE],[NONE],[NONE]
", you see all these muscle fibers right here? you keep splitting them, I don't know why. right? this is your plane under that bridge of fiber, you know what I mean?",11:21:54,28,c28_s0_1-17-10.avi,[NONE],[keep splitting],[muscle fibers]
good,11:23:05,28,c28_s0_1-18-21.avi,[NONE],[NONE],[NONE]
"I don't know if you need any more than what you have, . what do you think?",11:23:25,28,c28_s0_1-18-41.avi,[NONE],[NONE],[NONE]
"all your fibers are off, you can see the contour nicely",11:23:32,28,c28_s0_1-18-48.avi,[NONE],[NONE],[prostate contour]
"it's hard to see, but it looks like that's where it would be. it looks like it",11:24:34,28,c28_s0_1-19-50.avi,[NONE],[NONE],[NONE]
"so start towards the base more, remember? this is what you did on Wednesday, you started too far up here. stop.",11:24:49,28,c28_s0_1-20-5.avi,[NONE],"[start, stop]",[NONE]
"this is puboprostatic, right? start here, okay?",11:24:57,28,c28_s0_1-20-13.avi,[NONE],[start],[NONE]
"it's not as vascular, because I don't want you to get into bleeding early and then you really can't see",11:25:03,28,c28_s0_1-20-19.avi,[NONE],[NONE],[NONE]
let me help you,11:25:12,28,c28_s0_1-20-28.avi,[NONE],[NONE],[NONE]
yeah,11:39:07,28,c28_s0_1-34-23.avi,[NONE],[NONE],[NONE]
"a little inside the bladder, because you can widen the medial lobe that way",11:39:14,28,c28_s0_1-34-30.avi,[NONE],[NONE],"[bladder, medial lobe]"
", why is the bladder neck so thin?",11:46:38,28,c28_s0_1-41-54.avi,[NONE],[NONE],[bladder neck]
so release the lateral corners first,11:46:46,28,c28_s0_1-42-2.avi,[NONE],[release],[NONE]
"yeah yeah yeah, release lateral corners first",11:46:54,28,c28_s0_1-42-10.avi,[NONE],[release],[NONE]
"okay, the other lateral corner",11:47:08,28,c28_s0_1-42-24.avi,[NONE],[NONE],[lateral structure]
"keep marching medially, don't get ___, march medially from where you were",11:47:18,28,c28_s0_1-42-34.avi,[NONE],"[march medially, march medially]",[NONE]
a little higher,11:47:25,28,c28_s0_1-42-41.avi,[NONE],[NONE],[NONE]
"good, do the same thing on the other side. find the lateral SV there, lateral to the thing",11:47:27,28,c28_s0_1-42-43.avi,[NONE],"[do, find]","[Seminal Vesicles, lateral structure]"
"yeah, open that fat laterally",11:47:38,28,c28_s0_1-42-54.avi,[NONE],[open laterally],[NONE]
"up up up, up on the fat",11:47:44,28,c28_s0_1-43-0.avi,[NONE],[NONE],[NONE]
"okay, do the same thing on the other side",11:47:51,28,c28_s0_1-43-7.avi,[NONE],[do],[NONE]
"and then you hold that and pull it away from the prostate, and take it a couple of mm behind the prostate",11:47:56,28,c28_s0_1-43-12.avi,[NONE],"[hold, pull, take]","[prostate, prostate]"
", clean your scope, and also stay a little further behind the prostate",11:48:41,28,c28_s0_1-43-57.avi,[camera],"[clean, stay further behind]",[prostate]
"yeah, towards the bladder. 1 or 2 mm towards the bladder, so you don't accidentally get into the prostate",11:48:48,28,c28_s0_1-44-4.avi,[NONE],[NONE],"[bladder, prostate]"
go ahead,11:51:29,28,c28_s0_1-46-45.avi,[NONE],[go ahead],[NONE]
"yup, you had it",11:52:13,28,c28_s0_1-47-29.avi,[NONE],[NONE],[NONE]
don't you want to grab it with your fourth arm?,11:52:44,28,c28_s0_1-48-0.avi,[fourth arm],[grab],[NONE]
"alright, I thought you were",11:52:52,28,c28_s0_1-48-8.avi,[NONE],[NONE],[NONE]
"buzz all of that, ____",11:53:49,28,c28_s0_1-49-5.avi,[NONE],[buzz],[NONE]
that's a vessel,11:54:07,28,c28_s0_1-49-23.avi,[NONE],[NONE],[NONE]
"hey , can you just buzz this little vessel right here",11:55:40,28,c28_s0_1-50-56.avi,[electrocautery],[buzz],[vessel]
"no no, let go. it's ___ vessel your grabbing",11:55:45,28,c28_s0_1-51-1.avi,[NONE],[let go],[NONE]
yeah that,11:55:50,28,c28_s0_1-51-6.avi,[NONE],[NONE],[NONE]
"careful, just make sure your left arm is not touching anything you're going to hit",11:55:52,28,c28_s0_1-51-8.avi,[left arm],[make sure],[NONE]
"good, yup, great ____",11:55:56,28,c28_s0_1-51-12.avi,[NONE],[NONE],[NONE]
"that's ___, you can't push that, yeah. it's a vessel right there, right in the middle, yeah, it's not going to push off",12:01:34,28,c28_s0_1-56-50.avi,[NONE],[NONE],[vessel]
I don't know if you're completely through that little vessel,12:01:55,28,c28_s0_1-57-11.avi,[NONE],[NONE],[vessel]
just buzz it,12:02:02,28,c28_s0_1-57-18.avi,[NONE],[buzz],[NONE]
"more, go thorugh it",12:02:05,28,c28_s0_1-57-21.avi,[NONE],[go through],[NONE]
"see, you could've buzzed it up here, and if it bled from the downside, you would've got it",12:02:11,28,c28_s0_1-57-27.avi,[NONE],[NONE],[NONE]
good,12:02:57,28,c28_s0_1-58-13.avi,[NONE],[NONE],[NONE]
"see if you could flip it straight up, 12 o'clock",12:03:06,28,c28_s0_1-58-22.avi,[NONE],[flip],[NONE]
"yup, that's better even though you're touching it with your hand",12:03:15,28,c28_s0_1-58-31.avi,[NONE],[NONE],[NONE]
you can probably grab it better right?,12:03:23,28,c28_s0_1-58-39.avi,[NONE],[grab],[NONE]
try grabbing it. why are you bending your wrist so much? keep your arm...,12:03:29,28,c28_s0_1-58-45.avi,[NONE],"[try, keep]",[NONE]
"alright, sure",12:03:37,28,c28_s0_1-58-53.avi,[NONE],[NONE],[NONE]
", here, can I just show you if you zoom out how to do this?",12:03:52,28,c28_s0_1-59-8.avi,[camera],[NONE],[NONE]
"you don't have to do it, but if you were to just grab it so your wrist is this way. this comes out of your face, you have more space",12:03:56,28,c28_s0_1-59-12.avi,[NONE],[grab],[NONE]
"yeah, now you have more space for your right arm ___",12:04:06,28,c28_s0_1-59-22.avi,[right arm],[NONE],[NONE]
careful,12:04:19,28,c28_s0_1-59-35.avi,[NONE],[NONE],[NONE]
"you're pretty good there, good jo",12:04:25,28,c28_s0_1-59-41.avi,[NONE],[NONE],[NONE]
"nice, you got a nice little layer of tissue here",12:04:41,28,c28_s0_1-59-57.avi,[NONE],[NONE],[tissue]
VAS and sems are up,12:04:54,28,c28_s0_2-0-10.avi,[NONE],[NONE],"[vas deferens, seminal vesicles]"
nice job,12:05:08,28,c28_s0_2-0-24.avi,[NONE],[NONE],[NONE]
now find the flim flam and stick to that flim flam,12:06:15,28,c28_s0_2-1-31.avi,[NONE],"[find, stick]",[NONE]
"yup, that's great. that's beautiful",12:06:21,28,c28_s0_2-1-37.avi,[NONE],[NONE],[NONE]
"stay up a little bit, yup, once you find the flim flam then you can go up a little bit",12:06:27,28,c28_s0_2-1-43.avi,[NONE],"[stay up, go up]",[NONE]
"nothing too crazy, don't have to go into the prostate",12:06:33,28,c28_s0_2-1-49.avi,[NONE],[don't go],[prostate]
better retraction... pull it down,12:06:38,28,c28_s0_2-1-54.avi,[retractor],[pull down],[NONE]
"up up in the flim flam, up, yeah. so now you change the trajectory to go into the higher flim flam",12:06:43,28,c28_s0_2-1-59.avi,[NONE],[change trajectory],[NONE]
"good, that's perfect. that flim flam is where I want you to be, now widen that, spread it",12:06:52,28,c28_s0_2-2-8.avi,[NONE],"[widen, spread]",[NONE]
"spread transversely, not towards the prostate. put your left hand in there and right hand in there and sweep like a breaststroke",12:07:02,28,c28_s0_2-2-18.avi,"[left hand, right hand]","[spread transversely, put left hand, put right hand, sweep]",[prostate]
"okay, now widen the ____, cut when needed and spread when needed",12:07:17,28,c28_s0_2-2-33.avi,[NONE],"[widen, cut, spread]",[NONE]
what are we clipping?,12:15:09,28,c28_s0_2-10-25.avi,[NONE],[NONE],[NONE]
"if there is any confusion or doubt, let me know",12:15:14,28,c28_s0_2-10-30.avi,[NONE],[let me know],[NONE]
"you see the edge of the prostate back there, yup, so don't go too close, stay a little lower. if you're working medially, you should be holding medially",12:18:48,28,c28_s0_2-14-4.avi,[NONE],"[don't go, stay, hold]",[prostate]
"let me see,",12:19:13,28,c28_s0_2-14-29.avi,[NONE],[NONE],[NONE]
"when you're working back there, you have to rotate the prostate and look at it that way",12:24:51,28,c28_s0_2-20-7.avi,[NONE],"[rotate, look]",[prostate]
let me see,12:25:01,28,c28_s0_2-20-17.avi,[NONE],[NONE],[NONE]
yeah,12:27:31,28,c28_s0_2-22-47.avi,[NONE],[NONE],[NONE]
first release the corners,12:27:33,28,c28_s0_2-22-49.avi,[NONE],[release],[NONE]
"okay that's fine. good. as you release, you go distal",12:27:41,28,c28_s0_2-22-57.avi,[NONE],"[release, go distal]",[NONE]
buzz that nicely so it stops bleeding,12:28:07,28,c28_s0_2-23-23.avi,[electrocautery],[buzz],[NONE]
below that... distal,12:28:10,28,c28_s0_2-23-26.avi,[NONE],[NONE],[NONE]
stop for a second,12:28:30,28,c28_s0_2-23-46.avi,[NONE],[stop],[NONE]
"Randall, get hemostasis, and put humpty dumpty back together",12:35:37,28,c28_s0_2-30-53.avi,[NONE],"[get hemostasis, put back together]",[NONE]
how is the anastomosis coming along?,12:42:49,28,c28_s0_2-38-5.avi,[NONE],[NONE],[NONE]
"okay , finish it off",12:58:35,28,c28_s0_2-53-51.avi,[NONE],[finish],[NONE]
"let me see, does it look secure or no?",13:08:06,28,c28_s0_3-3-22.avi,[NONE],[NONE],[NONE]
Still the same case?,16:36:50,29,c29_s0_0-47-50.avi,[NONE],[NONE],[NONE]
which side are we doing,16:36:57,29,c29_s0_0-47-57.avi,[NONE],[NONE],[NONE]
left is done?,16:37:00,29,c29_s0_0-48-0.avi,[NONE],[NONE],[NONE]
where,16:37:07,29,c29_s0_0-48-7.avi,[NONE],[NONE],NONE
pubic bone?,16:37:12,29,c29_s0_0-48-12.avi,[NONE],[NONE],[pubic bone]
high up means where?,16:38:52,29,c29_s0_0-49-52.avi,[NONE],[NONE],[NONE]
show me,16:39:14,29,c29_s0_0-50-14.avi,[NONE],[show],[NONE]
medial to the vein on the pubic ramus,16:39:38,29,c29_s0_0-50-38.avi,[NONE],[NONE],"[vein, pubic ramus]"
its not really impressive,16:39:45,29,c29_s0_0-50-45.avi,[NONE],[NONE],[NONE]
its not even lighting up that well,16:39:55,29,c29_s0_0-50-55.avi,[NONE],[NONE],[NONE]
turn turn,16:53:16,29,c29_s0_1-4-16.avi,[NONE],[turn],[NONE]
right up here,16:59:56,29,c29_s0_1-10-56.avi,[NONE],[NONE],[NONE]
Its taking you right to the bone you see?,17:00:01,29,c29_s0_1-11-1.avi,[NONE],[NONE],[NONE]
too high too high too high,17:01:04,29,c29_s0_1-12-4.avi,[NONE],[NONE],[NONE]
"take your fourth arm and pull it, it will show you the whispys better",17:01:46,29,c29_s0_1-12-46.avi,[fourth arm],"[take, pull]",[NONE]
right here,17:01:50,29,c29_s0_1-12-50.avi,[NONE],[NONE],[NONE]
grab it,17:01:53,29,c29_s0_1-12-53.avi,[NONE],[grab],[NONE]
and pull,17:01:56,29,c29_s0_1-12-56.avi,[NONE],[pull],[NONE]
you see this avascular plane  this is the plane between the bone,17:02:45,29,c29_s0_1-13-45.avi,[NONE],[NONE],[NONE]
careful you are tracking towards operator,17:03:13,29,c29_s0_1-14-13.avi,[NONE],[NONE],[NONE]
you're fine keep going you're doing good,17:03:16,29,c29_s0_1-14-16.avi,[NONE],[NONE],[NONE]
can you stop this bleeding so it doesnt drip in your face,17:03:23,29,c29_s0_1-14-23.avi,[NONE],[stop],[NONE]
very nice,17:03:30,29,c29_s0_1-14-30.avi,[NONE],[NONE],[NONE]
you see how this plane runs all the way towards the prostate ?,17:03:33,29,c29_s0_1-14-33.avi,[NONE],[NONE],[prostate]
"so this is what I'm trying to get you to find you dropped into it nicely but it should peel and should all come back as one piece of fat if you were in the right plane, before you kind of cut into it",17:03:37,29,c29_s0_1-14-37.avi,[NONE],[NONE],[NONE]
good you keep sweeping the whispies,17:06:00,29,c29_s0_1-17-0.avi,[NONE],[NONE],[NONE]
good,17:06:03,29,c29_s0_1-17-3.avi,[NONE],[NONE],[NONE]
Woah careful,17:06:13,29,c29_s0_1-17-13.avi,[NONE],[NONE],[NONE]
you're going to take it down there so buzzing where you just buzzed doesn't really do anything you know what im saying,17:06:35,29,c29_s0_1-17-35.avi,[NONE],[take down],[NONE]
"like buzzing right there doesn't do anything, buzzing right there does something",17:06:41,29,c29_s0_1-17-41.avi,[electrocautery],[do buzzing],[NONE]
does that make sense like its gonna bleed distal to where you cut it,17:06:47,29,c29_s0_1-17-47.avi,[NONE],[NONE],[NONE]
Woah careful,17:07:25,29,c29_s0_1-18-25.avi,[NONE],[NONE],[NONE]
you can probably clear off a little more on the left right,17:08:15,29,c29_s0_1-19-15.avi,[NONE],[clear off],[NONE]
when you're done with this,17:08:18,29,c29_s0_1-19-18.avi,[NONE],[NONE],[NONE]
this is going to be perioprosthetic fat,17:08:36,29,c29_s0_1-19-36.avi,[NONE],[NONE],[perioprosthetic fat]
yup,17:08:59,29,c29_s0_1-19-59.avi,[NONE],[NONE],[NONE]
"if you think its clean enough lets do the endopelvis, but lets see if you have to stop anything bleeding from the left side.",17:09:04,29,c29_s0_1-20-4.avi,[NONE],"[do, see]",[NONE]
"anything going over here, its a little juicy",17:09:10,29,c29_s0_1-20-10.avi,[NONE],[NONE],[NONE]
get your fourth arm in here like you retract for your endopelvis,17:09:26,29,c29_s0_1-20-26.avi,"[fourth arm, retractor]",[get in],[NONE]
"good, good, good, good",17:09:43,29,c29_s0_1-20-43.avi,[NONE],[NONE],[NONE]
go,17:10:30,29,c29_s0_1-21-30.avi,[NONE],[go],[NONE]
"yeah I mean you can get in, you saw he do it the last time, if you can get in. If you are too far away you can always tease into the right plane",17:10:43,29,c29_s0_1-21-43.avi,[NONE],"[get in, tease]",[NONE]
maybe a little bit more lateral than that,17:10:53,29,c29_s0_1-21-53.avi,[NONE],[NONE],[NONE]
because if you are too lateral...,17:10:58,29,c29_s0_1-21-58.avi,[NONE],[NONE],[NONE]
why are you cutting through the muscle,17:11:23,29,c29_s0_1-22-23.avi,[NONE],[NONE],[muscle]
get it off the prostate,17:11:27,29,c29_s0_1-22-27.avi,[NONE],[get it off],[prostate]
how many times have you opened up the fascia,17:11:30,29,c29_s0_1-22-30.avi,[NONE],[NONE],[fascia]
why is it so difficult,17:11:37,29,c29_s0_1-22-37.avi,[NONE],[NONE],[NONE]
you have to show improvement with every case,17:11:44,29,c29_s0_1-22-44.avi,[NONE],[NONE],[NONE]
practice makes perfect right,17:11:47,29,c29_s0_1-22-47.avi,[NONE],[NONE],[NONE]
you see how that plane is different than the plane on the outside?,17:12:28,29,c29_s0_1-23-28.avi,[NONE],[NONE],[NONE]
as long as you see it is all im trying to say or you can appreciate that,17:12:35,29,c29_s0_1-23-35.avi,[NONE],[NONE],[NONE]
"make sure you put your tips in and spread, you put it in the right plane and spread",17:12:40,29,c29_s0_1-23-40.avi,[NONE],"[put, spread, put, spread]",[NONE]
"press your scissors along the prostate, and then cut",17:13:07,29,c29_s0_1-24-7.avi,[scissors],"[press, cut]",[prostate]
this is the plane,17:13:28,29,c29_s0_1-24-28.avi,[NONE],[NONE],[NONE]
ok good,17:14:00,29,c29_s0_1-25-0.avi,[NONE],[NONE],[NONE]
"he likes to take a little bit further if you want to, if not lets work on the other side",17:14:12,29,c29_s0_1-25-12.avi,[NONE],[work],[NONE]
yeah thats fine,17:14:21,29,c29_s0_1-25-21.avi,[NONE],[NONE],[NONE]
"can you get it deeper, side of the bladder",17:14:28,29,c29_s0_1-25-28.avi,[NONE],[get deeper],[bladder]
"yes, yessss",17:14:36,29,c29_s0_1-25-36.avi,[NONE],[NONE],[NONE]
yup just a little hole,17:14:49,29,c29_s0_1-25-49.avi,[NONE],[NONE],[NONE]
"press your left hand on the prostate, this part is all about traction. ill do it with my sucker and ill show you, pull out",17:15:01,29,c29_s0_1-26-1.avi,"[left hand, sucker]","[press, pull out]",[prostate]
"its right here, and then you can flip and tease laterally",17:15:17,29,c29_s0_1-26-17.avi,[NONE],"[flip, tease]",[NONE]
you put your fourth arm there so you can free your left hand,17:15:28,29,c29_s0_1-26-28.avi,"[fourth arm, left hand]",[put],[NONE]
not so deep,17:15:34,29,c29_s0_1-26-34.avi,[NONE],[NONE],[NONE]
make sure those fibers come off,17:16:38,29,c29_s0_1-27-38.avi,[NONE],[make sure],[NONE]
get those fibers off,17:16:59,29,c29_s0_1-27-59.avi,[NONE],[get off],[NONE]
get those fibers off,17:17:04,29,c29_s0_1-28-4.avi,[NONE],[get off],[NONE]
how big is this gland?,17:29:29,29,c29_s0_1-40-29.avi,[NONE],[NONE],[gland]
let me see,17:30:30,29,c29_s0_1-41-30.avi,[NONE],[NONE],[NONE]
you want to be going down this way,17:41:11,29,c29_s0_1-52-11.avi,[NONE],[go down],[NONE]
"good all this stuff is tethering you, this is a vessel right here so make sure you get it",17:42:55,29,c29_s0_1-53-55.avi,[NONE],[make sure],[vessel]
idk what you just did over there,17:43:01,29,c29_s0_1-54-1.avi,[NONE],[NONE],[NONE]
yup good,17:43:03,29,c29_s0_1-54-3.avi,[NONE],[NONE],[NONE]
"take this right here, this is tethering you, right here",17:43:06,29,c29_s0_1-54-6.avi,[NONE],[take],[NONE]
yup,17:44:24,29,c29_s0_1-55-24.avi,[NONE],[NONE],[NONE]
you are getting better at this stuff,17:44:34,29,c29_s0_1-55-34.avi,[NONE],[NONE],[NONE]
take it take it,17:45:30,29,c29_s0_1-56-30.avi,[NONE],[take],[NONE]
those are all vessels,17:45:37,29,c29_s0_1-56-37.avi,[NONE],[NONE],[vessels]
same vessel here that was tethering you,17:45:45,29,c29_s0_1-56-45.avi,[NONE],[NONE],[vessel]
nice,17:45:52,29,c29_s0_1-56-52.avi,[NONE],[NONE],[NONE]
get this,17:45:55,29,c29_s0_1-56-55.avi,[NONE],[get],[NONE]
grab it and lift it straight up,17:46:04,29,c29_s0_1-57-4.avi,[NONE],"[grab, lift]",[NONE]
right here,17:47:45,29,c29_s0_1-58-45.avi,[NONE],[NONE],[NONE]
this is a vessel here that is tethering you,17:47:58,29,c29_s0_1-58-58.avi,[NONE],[NONE],[vessel]
good job,17:49:20,29,c29_s0_2-0-20.avi,[NONE],[NONE],[NONE]
does he have erections ?,17:56:59,29,c29_s0_2-7-59.avi,[NONE],[NONE],[NONE]
"I didn't mean after you, I meant before you",17:57:08,29,c29_s0_2-8-8.avi,[NONE],[NONE],[NONE]
OK,18:52:28,29,c29_s0_3-3-28.avi,[NONE],[NONE],[NONE]
"I cant really see, did you get enough urethra there?",18:53:03,29,c29_s0_3-4-3.avi,[NONE],[NONE],[urethra]
"let me show you catheter again, you literally push it out and turn it in",18:53:09,29,c29_s0_3-4-9.avi,[catheter],"[push, turn]",[NONE]
"stop stop, the best throw for this side... (shows throw turn skill on console)",18:53:20,29,c29_s0_3-4-20.avi,[NONE],[stop],[NONE]
ready,18:55:18,29,c29_s0_3-6-18.avi,[NONE],[NONE],[NONE]
turn,18:55:22,29,c29_s0_3-6-22.avi,[NONE],[turn],[NONE]
now you can press your left hand on that tissue to expose that needle right?,18:55:29,29,c29_s0_3-6-29.avi,"[left hand, needle]",[press],[tissue]
"okay stop, once again... (explains turn style again)",18:55:36,29,c29_s0_3-6-36.avi,[NONE],[stop],[NONE]
"same applies to the other side, you do it with the left hand on the other side, more more more rotate rotate rotate",18:56:16,29,c29_s0_3-7-16.avi,[left hand],"[do, rotate]",[NONE]
anytime you pull the needle out it has to be a rotation,18:56:23,29,c29_s0_3-7-23.avi,[needle],[rotate],[NONE]
"not a pull, if you pull you rip",18:56:27,29,c29_s0_3-7-27.avi,[NONE],[NONE],[NONE]
"follow the curve of the needle, and that is less traumatic to the tissue",18:56:32,29,c29_s0_3-7-32.avi,[needle],[follow],[tissue]
